code,category,value
E02004298,3,512
E02004298,4,106
E02004298,5,3
E02004299,1,1649
E02004299,2,1311
E02004299,3,635
E02004299,4,148
E02004299,5,1
E02004300,1,1268
E02004300,2,1310
E02004300,3,806
E02004300,4,226
E02004300,5,7
E02004301,1,1593
E02004301,2,1410
E02004301,3,949
E02004301,4,321
E02004301,5,10
E02004302,1,1396
E02004302,2,1294
E02004302,3,867
E02004302,4,227
E02004302,5,11
E02004303,1,2433
E02004303,2,1815
E02004303,3,886
E02004303,4,234
E02004303,5,2
E02004304,1,1732
E02004304,2,1349
E02004304,3,651
E02004304,4,191
E02004304,5,7
E02004305,1,2101
E02004305,2,1488
E02004305,3,689
E02004305,4,177
E02004305,5,3
E02004306,1,1393
E02004306,2,949
E02004306,3,358
E02004306,4,63
E02004306,5,1
E02004307,1,1395
E02004307,2,973
E02004307,3,429
E02004307,4,126
E02004307,5,0
E02004308,1,1716
E02004308,2,1016
E02004308,3,269
E02004308,4,36
E02004308,5,0
E02004310,1,1619
E02004310,2,1234
E02004310,3,581
E02004310,4,147
E02004310,5,4
E02004311,1,1874
E02004311,2,1475
E02004311,3,698
E02004311,4,198
E02004311,5,7
E02004312,1,1886
E02004312,2,1179
E02004312,3,386
E02004312,4,52
E02004312,5,2
E02004313,1,1191
E02004313,2,1024
E02004313,3,564
E02004313,4,182
E02004313,5,6
E02004314,1,1128
E02004314,2,888
E02004314,3,297
E02004314,4,53
E02004314,5,2
E02004315,1,2991
E02004315,2,1357
E02004315,3,301
E02004315,4,58
E02004315,5,23
E02004317,1,1500
E02004317,2,1170
E02004317,3,675
E02004317,4,192
E02004317,5,7
E02004318,1,1523
E02004318,2,935
E02004318,3,450
E02004318,4,137
E02004318,5,3
E02004319,1,1769
E02004319,2,1183
E02004319,3,569
E02004319,4,135
E02004319,5,5
E02004320,1,1876
E02004320,2,1226
E02004320,3,545
E02004320,4,135
E02004320,5,8
E02004323,1,1487
E02004323,2,1126
E02004323,3,578
E02004323,4,165
E02004323,5,6
E02004324,1,1088
E02004324,2,929
E02004324,3,516
E02004324,4,160
E02004324,5,4
E02004325,1,1321
E02004325,2,1376
E02004325,3,966
E02004325,4,385
E02004325,5,12
E02004326,1,1157
E02004326,2,1031
E02004326,3,640
E02004326,4,208
E02004326,5,0
E02004328,1,1248
E02004328,2,1103
E02004328,3,622
E02004328,4,219
E02004328,5,2
E02004329,1,1287
E02004329,2,939
E02004329,3,503
E02004329,4,133
E02004329,5,6
E02004330,1,989
E02004330,2,1056
E02004330,3,647
E02004330,4,202
E02004330,5,5
E02004331,1,1216
E02004331,2,1119
E02004331,3,720
E02004331,4,202
E02004331,5,2
E02004332,1,1420
E02004332,2,1066
E02004332,3,599
E02004332,4,169
E02004332,5,5
E02004334,1,1232
E02004334,2,1141
E02004334,3,617
E02004334,4,191
E02004334,5,4
E02004335,1,1543
E02004335,2,1214
E02004335,3,705
E02004335,4,197
E02004335,5,5
E02004336,1,1197
E02004336,2,1177
E02004336,3,693
E02004336,4,234
E02004336,5,7
E02004339,1,1780
E02004339,2,1030
E02004339,3,306
E02004339,4,43
E02004339,5,0
E02004340,1,1792
E02004340,2,1764
E02004340,3,1006
E02004340,4,356
E02004340,5,13
E02004341,1,2102
E02004341,2,1261
E02004341,3,433
E02004341,4,55
E02004341,5,1
E02004343,1,1005
E02004343,2,912
E02004343,3,535
E02004343,4,116
E02004343,5,0
E02004344,1,1275
E02004344,2,1151
E02004344,3,645
E02004344,4,161
E02004344,5,2
E02004345,1,2759
E02004345,2,2068
E02004345,3,833
E02004345,4,184
E02004345,5,3
E02004348,1,1811
E02004348,2,1301
E02004348,3,538
E02004348,4,101
E02004348,5,2
E02004349,1,1662
E02004349,2,1347
E02004349,3,893
E02004349,4,258
E02004349,5,11
E02004350,1,2139
E02004350,2,1535
E02004350,3,701
E02004350,4,175
E02004350,5,6
E02004351,1,1158
E02004351,2,1154
E02004351,3,705
E02004351,4,235
E02004351,5,7
E02004352,1,1716
E02004352,2,1259
E02004352,3,667
E02004352,4,245
E02004352,5,9
E02004353,1,1622
E02004353,2,1127
E02004353,3,449
E02004353,4,92
E02004353,5,6
E02004355,1,1076
E02004355,2,1101
E02004355,3,731
E02004355,4,279
E02004355,5,9
E02004356,1,1124
E02004356,2,1098
E02004356,3,563
E02004356,4,169
E02004356,5,10
E02004357,1,1130
E02004357,2,1071
E02004357,3,639
E02004357,4,161
E02004357,5,16
E02004358,1,1350
E02004358,2,1281
E02004358,3,689
E02004358,4,198
E02004358,5,13
E02004359,1,1329
E02004359,2,1265
E02004359,3,646
E02004359,4,175
E02004359,5,18
E02004361,1,1661
E02004361,2,1140
E02004361,3,424
E02004361,4,80
E02004361,5,8
E02004363,1,1534
E02004363,2,1144
E02004363,3,445
E02004363,4,115
E02004363,5,30
E02004364,1,1887
E02004364,2,1318
E02004364,3,519
E02004364,4,125
E02004364,5,18
E02004365,1,1425
E02004365,2,1398
E02004365,3,813
E02004365,4,322
E02004365,5,65
E02004366,1,1694
E02004366,2,1508
E02004366,3,662
E02004366,4,148
E02004366,5,30
E02004367,1,1616
E02004367,2,1278
E02004367,3,364
E02004367,4,66
E02004367,5,7
E02004368,1,1645
E02004368,2,1170
E02004368,3,428
E02004368,4,94
E02004368,5,13
E02004369,1,2074
E02004369,2,1594
E02004369,3,586
E02004369,4,87
E02004369,5,1
E02004370,1,1035
E02004370,2,1078
E02004370,3,812
E02004370,4,322
E02004370,5,18
E02004371,1,1243
E02004371,2,1063
E02004371,3,522
E02004371,4,133
E02004371,5,8
E02004372,1,946
E02004372,2,985
E02004372,3,689
E02004372,4,279
E02004372,5,20
E02004373,1,1530
E02004373,2,1323
E02004373,3,617
E02004373,4,164
E02004373,5,15
E02004374,1,1540
E02004374,2,1167
E02004374,3,487
E02004374,4,119
E02004374,5,12
E02004375,1,1695
E02004375,2,1356
E02004375,3,642
E02004375,4,202
E02004375,5,17
E02004376,1,1458
E02004376,2,1217
E02004376,3,667
E02004376,4,207
E02004376,5,28
E02004377,1,2104
E02004377,2,1605
E02004377,3,639
E02004377,4,138
E02004377,5,9
E02004378,1,1737
E02004378,2,1615
E02004378,3,910
E02004378,4,338
E02004378,5,53
E02004380,1,2309
E02004380,2,1250
E02004380,3,321
E02004380,4,53
E02004380,5,3
E02004381,1,2162
E02004381,2,1460
E02004381,3,583
E02004381,4,165
E02004381,5,18
E02004382,1,1380
E02004382,2,972
E02004382,3,351
E02004382,4,78
E02004382,5,1
E02004383,1,1690
E02004383,2,945
E02004383,3,300
E02004383,4,65
E02004383,5,3
E02004384,1,1496
E02004384,2,1153
E02004384,3,434
E02004384,4,83
E02004384,5,3
E02004385,1,1423
E02004385,2,1252
E02004385,3,583
E02004385,4,147
E02004385,5,16
E02004386,1,1268
E02004386,2,1107
E02004386,3,470
E02004386,4,129
E02004386,5,13
E02004387,1,945
E02004387,2,829
E02004387,3,482
E02004387,4,133
E02004387,5,21
E02004389,1,2025
E02004389,2,1549
E02004389,3,537
E02004389,4,61
E02004389,5,0
E02004390,1,1612
E02004390,2,1317
E02004390,3,498
E02004390,4,108
E02004390,5,3
E02004391,1,1507
E02004391,2,1238
E02004391,3,490
E02004391,4,138
E02004391,5,9
E02004392,1,2037
E02004392,2,1266
E02004392,3,390
E02004392,4,86
E02004392,5,4
E02004393,1,1335
E02004393,2,1030
E02004393,3,436
E02004393,4,86
E02004393,5,4
E02004394,1,1765
E02004394,2,1106
E02004394,3,369
E02004394,4,60
E02004394,5,1
E02004395,1,1599
E02004395,2,1333
E02004395,3,562
E02004395,4,135
E02004395,5,7
E02004396,1,1956
E02004396,2,1469
E02004396,3,502
E02004396,4,87
E02004396,5,2
E02004397,1,1689
E02004397,2,1197
E02004397,3,440
E02004397,4,64
E02004397,5,5
E02004398,1,1466
E02004398,2,1378
E02004398,3,824
E02004398,4,246
E02004398,5,15
E02004399,1,1553
E02004399,2,1405
E02004399,3,624
E02004399,4,105
E02004399,5,2
E02004400,1,2324
E02004400,2,1919
E02004400,3,581
E02004400,4,52
E02004400,5,2
E02004401,1,1688
E02004401,2,1513
E02004401,3,537
E02004401,4,65
E02004401,5,1
E02004402,1,1839
E02004402,2,1859
E02004402,3,847
E02004402,4,205
E02004402,5,25
E02004403,1,1534
E02004403,2,876
E02004403,3,236
E02004403,4,31
E02004403,5,0
E02004404,1,1644
E02004404,2,776
E02004404,3,183
E02004404,4,23
E02004404,5,1
E02004405,1,1359
E02004405,2,837
E02004405,3,255
E02004405,4,31
E02004405,5,5
E02004406,1,1774
E02004406,2,994
E02004406,3,290
E02004406,4,39
E02004406,5,0
E02004407,1,2048
E02004407,2,1062
E02004407,3,316
E02004407,4,39
E02004407,5,1
E02004408,1,1767
E02004408,2,1120
E02004408,3,391
E02004408,4,72
E02004408,5,3
E02004409,1,1314
E02004409,2,656
E02004409,3,161
E02004409,4,23
E02004409,5,0
E02004410,1,1962
E02004410,2,1043
E02004410,3,274
E02004410,4,37
E02004410,5,3
E02004411,1,1878
E02004411,2,1308
E02004411,3,433
E02004411,4,81
E02004411,5,3
E02004412,1,1855
E02004412,2,1255
E02004412,3,378
E02004412,4,70
E02004412,5,0
E02004413,1,1688
E02004413,2,1032
E02004413,3,327
E02004413,4,44
E02004413,5,4
E02004414,1,1531
E02004414,2,885
E02004414,3,277
E02004414,4,58
E02004414,5,3
E02004415,1,1561
E02004415,2,912
E02004415,3,236
E02004415,4,38
E02004415,5,2
E02004416,1,1453
E02004416,2,960
E02004416,3,295
E02004416,4,44
E02004416,5,6
E02004417,1,1324
E02004417,2,1107
E02004417,3,406
E02004417,4,61
E02004417,5,1
E02004418,1,1103
E02004418,2,896
E02004418,3,388
E02004418,4,80
E02004418,5,8
E02004419,1,1030
E02004419,2,1012
E02004419,3,528
E02004419,4,148
E02004419,5,12
E02004421,1,1946
E02004421,2,1522
E02004421,3,624
E02004421,4,114
E02004421,5,2
E02004422,1,2298
E02004422,2,1737
E02004422,3,642
E02004422,4,93
E02004422,5,1
E02004424,1,1718
E02004424,2,812
E02004424,3,190
E02004424,4,14
E02004424,5,0
E02004425,1,1752
E02004425,2,1008
E02004425,3,337
E02004425,4,58
E02004425,5,5
E02004426,1,1949
E02004426,2,1021
E02004426,3,322
E02004426,4,56
E02004426,5,4
E02004427,1,1906
E02004427,2,1112
E02004427,3,363
E02004427,4,53
E02004427,5,2
E02004429,1,1465
E02004429,2,1169
E02004429,3,433
E02004429,4,58
E02004429,5,1
E02004431,1,2110
E02004431,2,1371
E02004431,3,458
E02004431,4,91
E02004431,5,6
E02004432,1,1356
E02004432,2,832
E02004432,3,328
E02004432,4,41
E02004432,5,2
E02004433,1,1673
E02004433,2,1249
E02004433,3,570
E02004433,4,168
E02004433,5,7
E02004434,1,1464
E02004434,2,1265
E02004434,3,609
E02004434,4,164
E02004434,5,12
E02004435,1,1573
E02004435,2,1400
E02004435,3,621
E02004435,4,200
E02004435,5,21
E02004436,1,1006
E02004436,2,1099
E02004436,3,747
E02004436,4,277
E02004436,5,18
E02004437,1,1970
E02004437,2,1396
E02004437,3,701
E02004437,4,206
E02004437,5,9
E02004438,1,1473
E02004438,2,1379
E02004438,3,777
E02004438,4,231
E02004438,5,28
E02004439,1,1410
E02004439,2,1362
E02004439,3,759
E02004439,4,254
E02004439,5,9
E02004440,1,1589
E02004440,2,1332
E02004440,3,596
E02004440,4,121
E02004440,5,11
E02004442,1,1104
E02004442,2,1179
E02004442,3,741
E02004442,4,252
E02004442,5,27
E02004443,1,2187
E02004443,2,1419
E02004443,3,579
E02004443,4,140
E02004443,5,14
E02004444,1,1980
E02004444,2,1152
E02004444,3,363
E02004444,4,69
E02004444,5,5
E02004445,1,1360
E02004445,2,1221
E02004445,3,655
E02004445,4,201
E02004445,5,18
E02004446,1,1509
E02004446,2,990
E02004446,3,331
E02004446,4,50
E02004446,5,1
E02004447,1,1463
E02004447,2,849
E02004447,3,238
E02004447,4,33
E02004447,5,4
E02004448,1,1694
E02004448,2,1144
E02004448,3,363
E02004448,4,76
E02004448,5,2
E02004449,1,1706
E02004449,2,1429
E02004449,3,605
E02004449,4,147
E02004449,5,14
E02004450,1,1478
E02004450,2,810
E02004450,3,348
E02004450,4,36
E02004450,5,2
E02004451,1,2150
E02004451,2,1332
E02004451,3,426
E02004451,4,71
E02004451,5,3
E02004452,1,1827
E02004452,2,1349
E02004452,3,445
E02004452,4,58
E02004452,5,4
E02004453,1,1228
E02004453,2,1126
E02004453,3,553
E02004453,4,177
E02004453,5,6
E02004454,1,2093
E02004454,2,1504
E02004454,3,626
E02004454,4,150
E02004454,5,7
E02004455,1,1752
E02004455,2,983
E02004455,3,300
E02004455,4,40
E02004455,5,0
E02004456,1,1828
E02004456,2,1475
E02004456,3,668
E02004456,4,177
E02004456,5,9
E02004457,1,2021
E02004457,2,1440
E02004457,3,556
E02004457,4,136
E02004457,5,8
E02004458,1,2133
E02004458,2,1191
E02004458,3,384
E02004458,4,47
E02004458,5,3
E02004459,1,2335
E02004459,2,1483
E02004459,3,536
E02004459,4,71
E02004459,5,6
E02004460,1,1941
E02004460,2,1410
E02004460,3,539
E02004460,4,131
E02004460,5,10
E02004461,1,922
E02004461,2,785
E02004461,3,407
E02004461,4,121
E02004461,5,4
E02004462,1,2598
E02004462,2,1775
E02004462,3,713
E02004462,4,179
E02004462,5,11
E02004464,1,2001
E02004464,2,1340
E02004464,3,421
E02004464,4,67
E02004464,5,3
E02004466,1,1685
E02004466,2,1136
E02004466,3,429
E02004466,4,112
E02004466,5,13
E02004468,1,2586
E02004468,2,1264
E02004468,3,313
E02004468,4,33
E02004468,5,3
E02004469,1,1626
E02004469,2,932
E02004469,3,283
E02004469,4,49
E02004469,5,1
E02004470,1,3282
E02004470,2,1668
E02004470,3,602
E02004470,4,155
E02004470,5,10
E02004471,1,1938
E02004471,2,1139
E02004471,3,443
E02004471,4,120
E02004471,5,7
E02004472,1,1494
E02004472,2,833
E02004472,3,237
E02004472,4,23
E02004472,5,0
E02004473,1,1477
E02004473,2,1176
E02004473,3,412
E02004473,4,60
E02004473,5,0
E02004474,1,1650
E02004474,2,1150
E02004474,3,426
E02004474,4,77
E02004474,5,2
E02004475,1,1259
E02004475,2,949
E02004475,3,349
E02004475,4,81
E02004475,5,4
E02004476,1,1722
E02004476,2,1075
E02004476,3,373
E02004476,4,48
E02004476,5,3
E02004477,1,1307
E02004477,2,943
E02004477,3,340
E02004477,4,44
E02004477,5,2
E02004478,1,1360
E02004478,2,1042
E02004478,3,469
E02004478,4,92
E02004478,5,1
E02004479,1,1626
E02004479,2,1167
E02004479,3,435
E02004479,4,82
E02004479,5,6
E02004480,1,1206
E02004480,2,983
E02004480,3,407
E02004480,4,87
E02004480,5,3
E02004481,1,1062
E02004481,2,1322
E02004481,3,664
E02004481,4,136
E02004481,5,7
E02004482,1,1096
E02004482,2,1210
E02004482,3,639
E02004482,4,221
E02004482,5,9
E02004483,1,1215
E02004483,2,1353
E02004483,3,655
E02004483,4,157
E02004483,5,13
E02004484,1,1408
E02004484,2,1392
E02004484,3,730
E02004484,4,179
E02004484,5,26
E02004485,1,2229
E02004485,2,1131
E02004485,3,437
E02004485,4,81
E02004485,5,4
E02004486,1,2126
E02004486,2,1055
E02004486,3,312
E02004486,4,41
E02004486,5,4
E02004487,1,1477
E02004487,2,1046
E02004487,3,419
E02004487,4,98
E02004487,5,11
E02004488,1,2373
E02004488,2,1279
E02004488,3,389
E02004488,4,70
E02004488,5,1
E02004490,1,1241
E02004490,2,1188
E02004490,3,632
E02004490,4,198
E02004490,5,13
E02004491,1,1738
E02004491,2,1019
E02004491,3,223
E02004491,4,31
E02004491,5,0
E02004492,1,2255
E02004492,2,1229
E02004492,3,380
E02004492,4,91
E02004492,5,6
E02004493,1,2297
E02004493,2,1316
E02004493,3,475
E02004493,4,142
E02004493,5,7
E02004495,1,1821
E02004495,2,1202
E02004495,3,426
E02004495,4,78
E02004495,5,6
E02004497,1,1833
E02004497,2,1135
E02004497,3,357
E02004497,4,40
E02004497,5,2
E02004498,1,2067
E02004498,2,1436
E02004498,3,584
E02004498,4,172
E02004498,5,10
E02004499,1,1524
E02004499,2,899
E02004499,3,254
E02004499,4,20
E02004499,5,0
E02004500,1,2065
E02004500,2,1256
E02004500,3,342
E02004500,4,73
E02004500,5,0
E02004501,1,1489
E02004501,2,1020
E02004501,3,368
E02004501,4,78
E02004501,5,2
E02004502,1,1550
E02004502,2,990
E02004502,3,332
E02004502,4,46
E02004502,5,1
E02004503,1,1788
E02004503,2,1116
E02004503,3,320
E02004503,4,53
E02004503,5,2
E02004504,1,1902
E02004504,2,1018
E02004504,3,312
E02004504,4,80
E02004504,5,7
E02004506,1,1656
E02004506,2,923
E02004506,3,258
E02004506,4,40
E02004506,5,2
E02004508,1,1462
E02004508,2,895
E02004508,3,249
E02004508,4,65
E02004508,5,4
E02004512,1,2896
E02004512,2,1857
E02004512,3,638
E02004512,4,159
E02004512,5,6
E02004513,1,1568
E02004513,2,1549
E02004513,3,892
E02004513,4,276
E02004513,5,12
E02004514,1,1305
E02004514,2,790
E02004514,3,257
E02004514,4,55
E02004514,5,4
E02004515,1,2256
E02004515,2,1198
E02004515,3,363
E02004515,4,48
E02004515,5,2
E02004516,1,2791
E02004516,2,1836
E02004516,3,756
E02004516,4,204
E02004516,5,19
E02004517,1,2111
E02004517,2,1289
E02004517,3,509
E02004517,4,96
E02004517,5,6
E02004518,1,1997
E02004518,2,1029
E02004518,3,268
E02004518,4,50
E02004518,5,3
E02004519,1,1572
E02004519,2,1091
E02004519,3,386
E02004519,4,60
E02004519,5,2
E02004520,1,1710
E02004520,2,1119
E02004520,3,493
E02004520,4,136
E02004520,5,8
E02004521,1,1922
E02004521,2,1445
E02004521,3,679
E02004521,4,166
E02004521,5,16
E02004522,1,1856
E02004522,2,1172
E02004522,3,319
E02004522,4,54
E02004522,5,4
E02004523,1,1813
E02004523,2,1520
E02004523,3,623
E02004523,4,190
E02004523,5,8
E02004525,1,1681
E02004525,2,1302
E02004525,3,451
E02004525,4,91
E02004525,5,12
E02004526,1,1638
E02004526,2,1222
E02004526,3,424
E02004526,4,74
E02004526,5,5
E02004527,1,2113
E02004527,2,1285
E02004527,3,461
E02004527,4,94
E02004527,5,3
E02004529,1,1513
E02004529,2,927
E02004529,3,332
E02004529,4,65
E02004529,5,2
E02004530,1,1380
E02004530,2,1060
E02004530,3,409
E02004530,4,69
E02004530,5,5
E02004531,1,1540
E02004531,2,917
E02004531,3,376
E02004531,4,84
E02004531,5,7
E02004532,1,1576
E02004532,2,879
E02004532,3,295
E02004532,4,61
E02004532,5,6
E02004533,1,1244
E02004533,2,1146
E02004533,3,577
E02004533,4,134
E02004533,5,6
E02004534,1,1684
E02004534,2,1301
E02004534,3,550
E02004534,4,135
E02004534,5,12
E02004536,1,1331
E02004536,2,862
E02004536,3,285
E02004536,4,50
E02004536,5,2
E02004537,1,1625
E02004537,2,1343
E02004537,3,717
E02004537,4,290
E02004537,5,20
E02004538,1,2274
E02004538,2,1163
E02004538,3,333
E02004538,4,53
E02004538,5,3
E02004539,1,1576
E02004539,2,1057
E02004539,3,472
E02004539,4,99
E02004539,5,9
E02004540,1,1438
E02004540,2,759
E02004540,3,206
E02004540,4,32
E02004540,5,1
E02004541,1,2871
E02004541,2,1457
E02004541,3,459
E02004541,4,84
E02004541,5,6
E02004542,1,1484
E02004542,2,785
E02004542,3,232
E02004542,4,47
E02004542,5,0
E02004543,1,1339
E02004543,2,936
E02004543,3,314
E02004543,4,72
E02004543,5,9
E02004544,1,2621
E02004544,2,1390
E02004544,3,504
E02004544,4,113
E02004544,5,6
E02004545,1,1183
E02004545,2,1209
E02004545,3,625
E02004545,4,176
E02004545,5,24
E02004546,1,1341
E02004546,2,1335
E02004546,3,672
E02004546,4,189
E02004546,5,14
E02004547,1,1567
E02004547,2,1407
E02004547,3,700
E02004547,4,210
E02004547,5,20
E02004549,1,1236
E02004549,2,1177
E02004549,3,633
E02004549,4,143
E02004549,5,31
E02004550,1,1319
E02004550,2,1403
E02004550,3,727
E02004550,4,252
E02004550,5,44
E02004551,1,1247
E02004551,2,1128
E02004551,3,607
E02004551,4,180
E02004551,5,15
E02004552,1,1183
E02004552,2,1047
E02004552,3,451
E02004552,4,91
E02004552,5,5
E02004553,1,1294
E02004553,2,1118
E02004553,3,527
E02004553,4,138
E02004553,5,12
E02004554,1,1276
E02004554,2,1054
E02004554,3,583
E02004554,4,131
E02004554,5,18
E02004555,1,1401
E02004555,2,908
E02004555,3,277
E02004555,4,50
E02004555,5,2
E02004556,1,1742
E02004556,2,961
E02004556,3,285
E02004556,4,51
E02004556,5,3
E02004557,1,1817
E02004557,2,1281
E02004557,3,457
E02004557,4,123
E02004557,5,4
E02004558,1,1529
E02004558,2,1156
E02004558,3,508
E02004558,4,121
E02004558,5,5
E02004559,1,1740
E02004559,2,1120
E02004559,3,432
E02004559,4,78
E02004559,5,2
E02004561,1,2051
E02004561,2,1538
E02004561,3,513
E02004561,4,96
E02004561,5,4
E02004562,1,1893
E02004562,2,1388
E02004562,3,558
E02004562,4,123
E02004562,5,6
E02004564,1,1592
E02004564,2,1186
E02004564,3,406
E02004564,4,57
E02004564,5,3
E02004571,1,1688
E02004571,2,1094
E02004571,3,369
E02004571,4,30
E02004571,5,1
E02004572,1,1551
E02004572,2,1129
E02004572,3,482
E02004572,4,84
E02004572,5,4
E02004573,1,1103
E02004573,2,1150
E02004573,3,566
E02004573,4,215
E02004573,5,21
E02004574,1,1274
E02004574,2,1274
E02004574,3,669
E02004574,4,170
E02004574,5,10
E02004575,1,2733
E02004575,2,1834
E02004575,3,632
E02004575,4,119
E02004575,5,8
E02004576,1,1720
