code,category,value
E02003991,2,1056
E02003991,3,357
E02003991,4,47
E02003991,5,1
E02003992,1,2038
E02003992,2,1307
E02003992,3,597
E02003992,4,204
E02003992,5,13
E02003994,1,1567
E02003994,2,1308
E02003994,3,554
E02003994,4,162
E02003994,5,4
E02003995,1,1936
E02003995,2,1632
E02003995,3,871
E02003995,4,319
E02003995,5,12
E02003996,1,2262
E02003996,2,1538
E02003996,3,671
E02003996,4,186
E02003996,5,10
E02003997,1,1576
E02003997,2,1519
E02003997,3,839
E02003997,4,277
E02003997,5,9
E02003998,1,1125
E02003998,2,1073
E02003998,3,543
E02003998,4,167
E02003998,5,3
E02003999,1,2922
E02003999,2,1636
E02003999,3,519
E02003999,4,84
E02003999,5,1
E02004000,1,1004
E02004000,2,786
E02004000,3,376
E02004000,4,127
E02004000,5,3
E02004001,1,1181
E02004001,2,885
E02004001,3,457
E02004001,4,173
E02004001,5,15
E02004003,1,2520
E02004003,2,1742
E02004003,3,879
E02004003,4,253
E02004003,5,6
E02004005,1,1577
E02004005,2,1201
E02004005,3,566
E02004005,4,176
E02004005,5,6
E02004006,1,2118
E02004006,2,1320
E02004006,3,396
E02004006,4,60
E02004006,5,3
E02004007,1,2034
E02004007,2,1448
E02004007,3,668
E02004007,4,190
E02004007,5,3
E02004008,1,1520
E02004008,2,958
E02004008,3,285
E02004008,4,57
E02004008,5,0
E02004009,1,1531
E02004009,2,870
E02004009,3,233
E02004009,4,32
E02004009,5,2
E02004011,1,2631
E02004011,2,1698
E02004011,3,488
E02004011,4,95
E02004011,5,4
E02004012,1,1362
E02004012,2,842
E02004012,3,215
E02004012,4,36
E02004012,5,1
E02004013,1,2404
E02004013,2,1657
E02004013,3,494
E02004013,4,67
E02004013,5,1
E02004015,1,1454
E02004015,2,956
E02004015,3,287
E02004015,4,46
E02004015,5,1
E02004016,1,1985
E02004016,2,1196
E02004016,3,383
E02004016,4,59
E02004016,5,3
E02004017,1,2194
E02004017,2,1307
E02004017,3,471
E02004017,4,101
E02004017,5,4
E02004018,1,1936
E02004018,2,1301
E02004018,3,556
E02004018,4,139
E02004018,5,8
E02004019,1,1858
E02004019,2,1160
E02004019,3,341
E02004019,4,39
E02004019,5,2
E02004020,1,2274
E02004020,2,1244
E02004020,3,386
E02004020,4,67
E02004020,5,3
E02004021,1,1403
E02004021,2,778
E02004021,3,217
E02004021,4,31
E02004021,5,0
E02004022,1,1450
E02004022,2,823
E02004022,3,207
E02004022,4,29
E02004022,5,0
E02004023,1,1496
E02004023,2,922
E02004023,3,256
E02004023,4,39
E02004023,5,1
E02004026,1,2057
E02004026,2,1232
E02004026,3,470
E02004026,4,109
E02004026,5,3
E02004027,1,2100
E02004027,2,1354
E02004027,3,378
E02004027,4,39
E02004027,5,2
E02004028,1,2045
E02004028,2,1187
E02004028,3,308
E02004028,4,43
E02004028,5,1
E02004031,1,1144
E02004031,2,1164
E02004031,3,700
E02004031,4,266
E02004031,5,9
E02004032,1,1865
E02004032,2,1322
E02004032,3,524
E02004032,4,96
E02004032,5,6
E02004035,1,1462
E02004035,2,1026
E02004035,3,285
E02004035,4,45
E02004035,5,1
E02004036,1,2032
E02004036,2,1536
E02004036,3,778
E02004036,4,225
E02004036,5,11
E02004037,1,1917
E02004037,2,1078
E02004037,3,322
E02004037,4,54
E02004037,5,0
E02004038,1,1857
E02004038,2,1235
E02004038,3,471
E02004038,4,101
E02004038,5,5
E02004039,1,1851
E02004039,2,1128
E02004039,3,378
E02004039,4,91
E02004039,5,3
E02004040,1,2057
E02004040,2,1338
E02004040,3,531
E02004040,4,133
E02004040,5,4
E02004041,1,1593
E02004041,2,1102
E02004041,3,450
E02004041,4,119
E02004041,5,5
E02004043,1,1668
E02004043,2,1045
E02004043,3,438
E02004043,4,88
E02004043,5,4
E02004045,1,2134
E02004045,2,1457
E02004045,3,596
E02004045,4,123
E02004045,5,2
E02004046,1,1186
E02004046,2,1022
E02004046,3,461
E02004046,4,114
E02004046,5,4
E02004047,1,1068
E02004047,2,954
E02004047,3,580
E02004047,4,145
E02004047,5,5
E02004048,1,1257
E02004048,2,1054
E02004048,3,596
E02004048,4,189
E02004048,5,1
E02004049,1,1612
E02004049,2,1264
E02004049,3,595
E02004049,4,131
E02004049,5,1
E02004050,1,1242
E02004050,2,1113
E02004050,3,689
E02004050,4,212
E02004050,5,6
E02004051,1,1523
E02004051,2,1494
E02004051,3,910
E02004051,4,285
E02004051,5,10
E02004052,1,1779
E02004052,2,1259
E02004052,3,596
E02004052,4,127
E02004052,5,1
E02004053,1,1385
E02004053,2,1176
E02004053,3,673
E02004053,4,186
E02004053,5,5
E02004054,1,1879
E02004054,2,1370
E02004054,3,620
E02004054,4,156
E02004054,5,8
E02004055,1,1401
E02004055,2,1182
E02004055,3,565
E02004055,4,148
E02004055,5,9
E02004056,1,1213
E02004056,2,1182
E02004056,3,689
E02004056,4,223
E02004056,5,18
E02004059,1,1612
E02004059,2,1139
E02004059,3,455
E02004059,4,106
E02004059,5,2
E02004060,1,1280
E02004060,2,1192
E02004060,3,623
E02004060,4,126
E02004060,5,5
E02004061,1,1602
E02004061,2,1146
E02004061,3,627
E02004061,4,165
E02004061,5,14
E02004063,1,1810
E02004063,2,1247
E02004063,3,469
E02004063,4,78
E02004063,5,5
E02004065,1,2061
E02004065,2,1251
E02004065,3,319
E02004065,4,43
E02004065,5,2
E02004066,1,2668
E02004066,2,1673
E02004066,3,725
E02004066,4,166
E02004066,5,2
E02004067,1,964
E02004067,2,1046
E02004067,3,718
E02004067,4,276
E02004067,5,7
E02004068,1,1836
E02004068,2,1084
E02004068,3,338
E02004068,4,47
E02004068,5,1
E02004072,1,2269
E02004072,2,1433
E02004072,3,447
E02004072,4,80
E02004072,5,3
E02004073,1,1989
E02004073,2,1399
E02004073,3,645
E02004073,4,139
E02004073,5,10
E02004075,1,1748
E02004075,2,1075
E02004075,3,360
E02004075,4,41
E02004075,5,3
E02004076,1,1678
E02004076,2,1133
E02004076,3,422
E02004076,4,94
E02004076,5,8
E02004077,1,1882
E02004077,2,1079
E02004077,3,315
E02004077,4,31
E02004077,5,1
E02004080,1,1941
E02004080,2,1656
E02004080,3,748
E02004080,4,221
E02004080,5,11
E02004081,1,1325
E02004081,2,816
E02004081,3,321
E02004081,4,56
E02004081,5,0
E02004082,1,1497
E02004082,2,826
E02004082,3,230
E02004082,4,42
E02004082,5,0
E02004083,1,1767
E02004083,2,1196
E02004083,3,484
E02004083,4,138
E02004083,5,6
E02004084,1,1018
E02004084,2,882
E02004084,3,564
E02004084,4,150
E02004084,5,5
E02004085,1,1872
E02004085,2,1283
E02004085,3,500
E02004085,4,139
E02004085,5,8
E02004086,1,1650
E02004086,2,1062
E02004086,3,376
E02004086,4,56
E02004086,5,5
E02004087,1,1634
E02004087,2,1148
E02004087,3,502
E02004087,4,153
E02004087,5,3
E02004089,1,1460
E02004089,2,1184
E02004089,3,613
E02004089,4,207
E02004089,5,12
E02004090,1,1432
E02004090,2,962
E02004090,3,332
E02004090,4,67
E02004090,5,1
E02004091,1,2182
E02004091,2,1418
E02004091,3,482
E02004091,4,94
E02004091,5,4
E02004092,1,1959
E02004092,2,1426
E02004092,3,634
E02004092,4,162
E02004092,5,4
E02004093,1,1446
E02004093,2,951
E02004093,3,367
E02004093,4,85
E02004093,5,2
E02004094,1,1273
E02004094,2,1034
E02004094,3,542
E02004094,4,156
E02004094,5,4
E02004096,1,2456
E02004096,2,1258
E02004096,3,324
E02004096,4,36
E02004096,5,0
E02004098,1,1656
E02004098,2,1084
E02004098,3,469
E02004098,4,112
E02004098,5,6
E02004100,1,2035
E02004100,2,1141
E02004100,3,322
E02004100,4,55
E02004100,5,0
E02004103,1,1282
E02004103,2,987
E02004103,3,483
E02004103,4,142
E02004103,5,7
E02004104,1,1796
E02004104,2,977
E02004104,3,287
E02004104,4,50
E02004104,5,0
E02004105,1,1859
E02004105,2,1356
E02004105,3,641
E02004105,4,127
E02004105,5,6
E02004106,1,1651
E02004106,2,1131
E02004106,3,402
E02004106,4,45
E02004106,5,0
E02004108,1,1604
E02004108,2,1250
E02004108,3,562
E02004108,4,114
E02004108,5,4
E02004109,1,1669
E02004109,2,946
E02004109,3,285
E02004109,4,29
E02004109,5,0
E02004110,1,1787
E02004110,2,1026
E02004110,3,320
E02004110,4,31
E02004110,5,2
E02004111,1,1156
E02004111,2,864
E02004111,3,439
E02004111,4,97
E02004111,5,4
E02004112,1,1511
E02004112,2,983
E02004112,3,319
E02004112,4,48
E02004112,5,3
E02004113,1,1789
E02004113,2,1567
E02004113,3,922
E02004113,4,326
E02004113,5,14
E02004115,1,1911
E02004115,2,1386
E02004115,3,632
E02004115,4,123
E02004115,5,6
E02004117,1,1560
E02004117,2,1235
E02004117,3,577
E02004117,4,159
E02004117,5,9
E02004118,1,1906
E02004118,2,911
E02004118,3,271
E02004118,4,38
E02004118,5,2
E02004119,1,3044
E02004119,2,1409
E02004119,3,393
E02004119,4,49
E02004119,5,3
E02004120,1,2609
E02004120,2,1349
E02004120,3,456
E02004120,4,70
E02004120,5,2
E02004122,1,1726
E02004122,2,797
E02004122,3,175
E02004122,4,29
E02004122,5,0
E02004123,1,1753
E02004123,2,910
E02004123,3,334
E02004123,4,49
E02004123,5,4
E02004124,1,1476
E02004124,2,1065
E02004124,3,516
E02004124,4,134
E02004124,5,5
E02004125,1,1643
E02004125,2,1338
E02004125,3,648
E02004125,4,163
E02004125,5,6
E02004126,1,1500
E02004126,2,1186
E02004126,3,551
E02004126,4,143
E02004126,5,4
E02004128,1,2490
E02004128,2,1651
E02004128,3,642
E02004128,4,101
E02004128,5,3
E02004129,1,1293
E02004129,2,897
E02004129,3,292
E02004129,4,33
E02004129,5,0
E02004130,1,1247
E02004130,2,1186
E02004130,3,482
E02004130,4,108
E02004130,5,5
E02004131,1,1231
E02004131,2,896
E02004131,3,291
E02004131,4,45
E02004131,5,6
E02004132,1,2048
E02004132,2,1261
E02004132,3,366
E02004132,4,44
E02004132,5,1
E02004133,1,2097
E02004133,2,1586
E02004133,3,611
E02004133,4,111
E02004133,5,5
E02004135,1,1901
E02004135,2,1388
E02004135,3,396
E02004135,4,56
E02004135,5,3
E02004137,1,1286
E02004137,2,884
E02004137,3,230
E02004137,4,18
E02004137,5,0
E02004138,1,1759
E02004138,2,1509
E02004138,3,531
E02004138,4,68
E02004138,5,8
E02004139,1,1586
E02004139,2,1168
E02004139,3,413
E02004139,4,99
E02004139,5,2
E02004140,1,1349
E02004140,2,1055
E02004140,3,267
E02004140,4,35
E02004140,5,1
E02004141,1,1465
E02004141,2,918
E02004141,3,251
E02004141,4,41
E02004141,5,1
E02004142,1,1369
E02004142,2,783
E02004142,3,194
E02004142,4,35
E02004142,5,1
E02004143,1,1362
E02004143,2,1002
E02004143,3,345
E02004143,4,52
E02004143,5,2
E02004144,1,1529
E02004144,2,1102
E02004144,3,348
E02004144,4,49
E02004144,5,4
E02004145,1,1517
E02004145,2,1073
E02004145,3,323
E02004145,4,48
E02004145,5,0
E02004146,1,1463
E02004146,2,1099
E02004146,3,482
E02004146,4,101
E02004146,5,5
E02004147,1,1580
E02004147,2,1141
E02004147,3,500
E02004147,4,127
E02004147,5,20
E02004148,1,1659
E02004148,2,1389
E02004148,3,512
E02004148,4,118
E02004148,5,7
E02004149,1,1478
E02004149,2,936
E02004149,3,230
E02004149,4,38
E02004149,5,2
E02004151,1,2078
E02004151,2,1326
E02004151,3,532
E02004151,4,145
E02004151,5,14
E02004152,1,1555
E02004152,2,1066
E02004152,3,385
E02004152,4,56
E02004152,5,5
E02004153,1,1526
E02004153,2,1139
E02004153,3,437
E02004153,4,136
E02004153,5,6
E02004154,1,1711
E02004154,2,1051
E02004154,3,418
E02004154,4,72
E02004154,5,6
E02004155,1,1405
E02004155,2,1117
E02004155,3,558
E02004155,4,175
E02004155,5,10
E02004157,1,1717
E02004157,2,878
E02004157,3,261
E02004157,4,67
E02004157,5,7
E02004158,1,1708
E02004158,2,1214
E02004158,3,453
E02004158,4,117
E02004158,5,6
E02004159,1,3095
E02004159,2,1567
E02004159,3,464
E02004159,4,101
E02004159,5,4
E02004160,1,1453
E02004160,2,1059
E02004160,3,468
E02004160,4,96
E02004160,5,7
E02004161,1,1475
E02004161,2,1214
E02004161,3,661
E02004161,4,172
E02004161,5,6
E02004162,1,1673
E02004162,2,1034
E02004162,3,410
E02004162,4,84
E02004162,5,3
E02004163,1,1977
E02004163,2,1234
E02004163,3,470
E02004163,4,88
E02004163,5,7
E02004164,1,1523
E02004164,2,1018
E02004164,3,314
E02004164,4,47
E02004164,5,2
E02004166,1,1470
E02004166,2,987
E02004166,3,319
E02004166,4,70
E02004166,5,0
E02004167,1,1268
E02004167,2,1067
E02004167,3,580
E02004167,4,141
E02004167,5,10
E02004168,1,1153
E02004168,2,1100
E02004168,3,528
E02004168,4,155
E02004168,5,10
E02004169,1,1619
E02004169,2,1064
E02004169,3,352
E02004169,4,58
E02004169,5,1
E02004170,1,1798
E02004170,2,1378
E02004170,3,528
E02004170,4,93
E02004170,5,4
E02004171,1,2001
E02004171,2,1162
E02004171,3,386
E02004171,4,57
E02004171,5,5
E02004172,1,1310
E02004172,2,957
E02004172,3,390
E02004172,4,58
E02004172,5,5
E02004174,1,1762
E02004174,2,1320
E02004174,3,498
E02004174,4,121
E02004174,5,8
E02004175,1,1016
E02004175,2,886
E02004175,3,388
E02004175,4,140
E02004175,5,17
E02004176,1,1178
E02004176,2,884
E02004176,3,353
E02004176,4,74
E02004176,5,4
E02004177,1,1139
E02004177,2,941
E02004177,3,411
E02004177,4,98
E02004177,5,9
E02004179,1,2030
E02004179,2,1322
E02004179,3,449
E02004179,4,61
E02004179,5,3
E02004180,1,1427
E02004180,2,872
E02004180,3,268
E02004180,4,49
E02004180,5,1
E02004182,1,1129
E02004182,2,1109
E02004182,3,618
E02004182,4,166
E02004182,5,15
E02004183,1,1161
E02004183,2,1032
E02004183,3,414
E02004183,4,83
E02004183,5,5
E02004184,1,1736
E02004184,2,1166
E02004184,3,579
E02004184,4,159
E02004184,5,9
E02004185,1,1452
E02004185,2,1097
E02004185,3,365
E02004185,4,43
E02004185,5,2
E02004186,1,2278
E02004186,2,1460
E02004186,3,515
E02004186,4,100
E02004186,5,4
E02004187,1,2220
E02004187,2,1641
E02004187,3,625
E02004187,4,120
E02004187,5,8
E02004188,1,1439
E02004188,2,1120
E02004188,3,474
E02004188,4,62
E02004188,5,6
E02004189,1,1487
E02004189,2,823
E02004189,3,257
E02004189,4,36
E02004189,5,3
E02004190,1,1957
E02004190,2,1245
E02004190,3,412
E02004190,4,66
E02004190,5,3
E02004191,1,2058
E02004191,2,1498
E02004191,3,637
E02004191,4,134
E02004191,5,10
E02004192,1,1854
E02004192,2,1109
E02004192,3,374
E02004192,4,66
E02004192,5,0
E02004193,1,2714
E02004193,2,1637
E02004193,3,532
E02004193,4,93
E02004193,5,1
E02004194,1,1734
E02004194,2,1019
E02004194,3,302
E02004194,4,48
E02004194,5,7
E02004195,1,1181
E02004195,2,923
E02004195,3,326
E02004195,4,80
E02004195,5,6
E02004196,1,1934
E02004196,2,1140
E02004196,3,338
E02004196,4,68
E02004196,5,4
E02004197,1,1813
E02004197,2,1065
E02004197,3,283
E02004197,4,46
E02004197,5,2
E02004199,1,1343
E02004199,2,987
E02004199,3,275
E02004199,4,48
E02004199,5,3
E02004201,1,1268
E02004201,2,810
E02004201,3,272
E02004201,4,37
E02004201,5,0
E02004202,1,2087
E02004202,2,1238
E02004202,3,407
E02004202,4,73
E02004202,5,5
E02004203,1,1424
E02004203,2,875
E02004203,3,237
E02004203,4,36
E02004203,5,1
E02004204,1,2285
E02004204,2,1548
E02004204,3,496
E02004204,4,74
E02004204,5,7
E02004207,1,1464
E02004207,2,1042
E02004207,3,389
E02004207,4,65
E02004207,5,5
E02004208,1,1922
E02004208,2,1322
E02004208,3,409
E02004208,4,59
E02004208,5,3
E02004210,1,1257
E02004210,2,1200
E02004210,3,638
E02004210,4,139
E02004210,5,22
E02004211,1,1680
E02004211,2,1005
E02004211,3,272
E02004211,4,33
E02004211,5,3
E02004212,1,1338
E02004212,2,913
E02004212,3,320
E02004212,4,76
E02004212,5,3
E02004213,1,1952
E02004213,2,1144
E02004213,3,303
E02004213,4,56
E02004213,5,1
E02004214,1,1217
E02004214,2,1064
E02004214,3,517
E02004214,4,156
E02004214,5,14
E02004216,1,1110
E02004216,2,881
E02004216,3,358
E02004216,4,65
E02004216,5,8
E02004221,1,1472
E02004221,2,1121
E02004221,3,370
E02004221,4,66
E02004221,5,2
E02004222,1,1230
E02004222,2,930
E02004222,3,480
E02004222,4,126
E02004222,5,15
E02004223,1,2556
E02004223,2,1938
E02004223,3,880
E02004223,4,225
E02004223,5,12
E02004224,1,1375
E02004224,2,997
E02004224,3,345
E02004224,4,56
E02004224,5,3
E02004225,1,1140
E02004225,2,918
E02004225,3,394
E02004225,4,64
E02004225,5,5
E02004226,1,1575
E02004226,2,1182
E02004226,3,421
E02004226,4,71
E02004226,5,6
E02004227,1,1961
E02004227,2,1591
E02004227,3,681
E02004227,4,131
E02004227,5,9
E02004228,1,1419
E02004228,2,1146
E02004228,3,462
E02004228,4,75
E02004228,5,3
E02004229,1,1983
E02004229,2,1422
E02004229,3,527
E02004229,4,113
E02004229,5,13
E02004230,1,1538
E02004230,2,1285
E02004230,3,561
E02004230,4,118
E02004230,5,11
E02004231,1,1514
E02004231,2,1007
E02004231,3,332
E02004231,4,52
E02004231,5,7
E02004232,1,1486
E02004232,2,1023
E02004232,3,324
E02004232,4,55
E02004232,5,4
E02004233,1,2874
E02004233,2,2011
E02004233,3,760
E02004233,4,169
E02004233,5,13
E02004234,1,1385
E02004234,2,936
E02004234,3,335
E02004234,4,56
E02004234,5,1
E02004235,1,1458
E02004235,2,1047
E02004235,3,336
E02004235,4,58
E02004235,5,4
E02004236,1,1337
E02004236,2,944
E02004236,3,345
E02004236,4,60
E02004236,5,1
E02004237,1,1637
E02004237,2,1163
E02004237,3,415
E02004237,4,68
E02004237,5,8
E02004238,1,1746
E02004238,2,1414
E02004238,3,497
E02004238,4,65
E02004238,5,1
E02004239,1,1462
E02004239,2,1055
E02004239,3,294
E02004239,4,37
E02004239,5,1
E02004240,1,997
E02004240,2,884
E02004240,3,549
E02004240,4,195
E02004240,5,27
E02004241,1,2154
E02004241,2,1548
E02004241,3,655
E02004241,4,144
E02004241,5,13
E02004242,1,1660
E02004242,2,1060
E02004242,3,358
E02004242,4,33
E02004242,5,3
E02004243,1,1452
E02004243,2,898
E02004243,3,294
E02004243,4,47
E02004243,5,2
E02004244,1,1781
E02004244,2,1131
E02004244,3,330
E02004244,4,47
E02004244,5,3
E02004245,1,1598
E02004245,2,1054
E02004245,3,361
E02004245,4,81
E02004245,5,2
E02004247,1,1374
E02004247,2,823
E02004247,3,244
E02004247,4,37
E02004247,5,0
E02004248,1,1543
E02004248,2,1377
E02004248,3,549
E02004248,4,60
E02004248,5,8
E02004249,1,1538
E02004249,2,748
E02004249,3,183
E02004249,4,40
E02004249,5,4
E02004250,1,1574
E02003908,1,1836
E02003908,2,1258
E02003908,3,466
E02003908,4,126
E02003908,5,12
E02003927,1,2052
E02003927,2,1515
E02003927,3,449
E02003927,4,92
E02003927,5,4
E02003929,1,1495
E02003929,2,1165
E02003929,3,383
E02003929,4,77
E02003929,5,1
E02003932,1,1511
E02003932,2,1107
E02003932,3,394
E02003932,4,67
E02003932,5,5
E02003933,1,1456
E02003933,2,1184
E02003933,3,457
E02003933,4,88
E02003933,5,3
E02003934,1,1364
E02003934,2,1083
E02003934,3,488
E02003934,4,92
E02003934,5,9
E02003954,1,1605
E02003954,2,1231
E02003954,3,544
E02003954,4,154
E02003954,5,26
E02003958,1,1486
E02003958,2,1219
E02003958,3,609
E02003958,4,136
E02003958,5,10
E02003961,1,2109
E02003961,2,1462
E02003961,3,559
E02003961,4,100
E02003961,5,4
E02003973,1,1519
E02003973,2,1509
E02003973,3,834
E02003973,4,316
E02003973,5,10
E02003976,1,1573
E02003976,2,1020
E02003976,3,274
E02003976,4,41
E02003976,5,0
E02003980,1,1182
E02003980,2,1095
E02003980,3,745
E02003980,4,249
E02003980,5,9
E02003989,1,1799
E02003989,2,1190
E02003989,3,426
E02003989,4,73
E02003989,5,2
E02003993,1,2283
E02003993,2,1289
E02003993,3,330
E02003993,4,42
E02003993,5,0
E02004004,1,1795
E02004004,2,1476
E02004004,3,806
E02004004,4,265
E02004004,5,6
E02004010,1,1557
E02004010,2,1313
E02004010,3,631
E02004010,4,158
E02004010,5,14
E02004014,1,1764
E02004014,2,1222
E02004014,3,384
E02004014,4,87
E02004014,5,2
E02004024,1,1937
E02004024,2,1086
E02004024,3,245
E02004024,4,19
E02004024,5,3
E02004025,1,2056
E02004025,2,1202
E02004025,3,335
E02004025,4,35
E02004025,5,1
E02004029,1,1401
E02004029,2,1147
E02004029,3,602
E02004029,4,171
E02004029,5,9
E02004030,1,1472
E02004030,2,884
E02004030,3,324
E02004030,4,56
E02004030,5,2
E02004033,1,1942
E02004033,2,1407
E02004033,3,597
E02004033,4,148
E02004033,5,5
E02004034,1,1574
E02004034,2,1090
E02004034,3,442
E02004034,4,58
E02004034,5,2
E02004044,1,2369
E02004044,2,1067
E02004044,3,278
E02004044,4,42
E02004044,5,0
E02004057,1,1608
E02004057,2,1172
E02004057,3,578
E02004057,4,177
E02004057,5,15
E02004058,1,1424
E02004058,2,1350
E02004058,3,777
E02004058,4,250
E02004058,5,14
E02004062,1,1606
E02004062,2,1256
E02004062,3,642
E02004062,4,187
E02004062,5,5
E02004064,1,2238
E02004064,2,1600
E02004064,3,697
E02004064,4,203
E02004064,5,5
E02004069,1,1711
E02004069,2,928
E02004069,3,279
E02004069,4,31
E02004069,5,1
E02004074,1,1408
E02004074,2,893
E02004074,3,333
E02004074,4,71
E02004074,5,3
E02004078,1,1035
E02004078,2,1154
E02004078,3,695
E02004078,4,263
E02004078,5,12
E02004088,1,1836
E02004088,2,1048
E02004088,3,296
E02004088,4,43
E02004088,5,2
E02004095,1,2462
E02004095,2,1581
E02004095,3,651
E02004095,4,163
E02004095,5,6
E02004097,1,1962
E02004097,2,1085
E02004097,3,324
E02004097,4,53
E02004097,5,5
E02004102,1,1840
E02004102,2,1292
E02004102,3,580
E02004102,4,134
E02004102,5,13
E02004114,1,2063
E02004114,2,1257
E02004114,3,403
E02004114,4,79
E02004114,5,3
E02004121,1,2362
E02004121,2,1158
E02004121,3,306
E02004121,4,47
E02004121,5,1
E02004136,1,2174
E02004136,2,1386
E02004136,3,372
E02004136,4,76
E02004136,5,4
E02004150,1,1259
E02004150,2,966
E02004150,3,440
E02004150,4,151
E02004150,5,14
E02004156,1,2072
E02004156,2,1638
E02004156,3,838
E02004156,4,281
E02004156,5,33
E02004165,1,2009
E02004165,2,1360
E02004165,3,386
E02004165,4,62
E02004165,5,2
E02004173,1,1594
E02004173,2,1087
E02004173,3,366
E02004173,4,75
E02004173,5,2
E02004181,1,1245
E02004181,2,853
E02004181,3,383
E02004181,4,90
E02004181,5,5
E02004198,1,1477
E02004198,2,953
E02004198,3,394
E02004198,4,97
E02004198,5,7
E02004205,1,1771
E02004205,2,1361
E02004205,3,514
E02004205,4,111
E02004205,5,3
E02004206,1,1437
E02004206,2,1227
E02004206,3,529
E02004206,4,127
E02004206,5,10
E02004209,1,1911
E02004209,2,1416
E02004209,3,536
E02004209,4,106
E02004209,5,9
E02004215,1,1245
E02004215,2,811
E02004215,3,400
E02004215,4,84
E02004215,5,8
E02004218,1,1286
E02004218,2,997
E02004218,3,361
E02004218,4,45
E02004218,5,4
E02004219,1,1237
E02004219,2,852
E02004219,3,277
E02004219,4,40
E02004219,5,0
E02004220,1,1323
E02004220,2,1127
E02004220,3,458
E02004220,4,96
E02004220,5,5
E02004246,1,1863
E02004246,2,1246
E02004246,3,330
E02004246,4,36
E02004246,5,2
E02004250,2,1410
E02004250,3,561
E02004250,4,115
E02004250,5,11
E02004251,1,1371
E02004251,2,1012
E02004251,3,334
E02004251,4,48
E02004251,5,1
E02004252,1,1864
E02004252,2,1356
E02004252,3,505
E02004252,4,141
E02004252,5,10
E02004253,1,2261
E02004253,2,1547
E02004253,3,435
E02004253,4,43
E02004253,5,2
E02004254,1,2408
E02004254,2,1366
E02004254,3,461
E02004254,4,57
E02004254,5,4
E02004255,1,1567
E02004255,2,1284
E02004255,3,513
E02004255,4,89
E02004255,5,6
E02004256,1,2192
E02004256,2,1310
E02004256,3,378
E02004256,4,56
E02004256,5,0
E02004258,1,2340
E02004258,2,1718
E02004258,3,573
E02004258,4,107
E02004258,5,3
E02004259,1,1580
E02004259,2,951
E02004259,3,292
E02004259,4,37
E02004259,5,2
E02004260,1,1789
E02004260,2,1076
E02004260,3,340
E02004260,4,57
E02004260,5,3
E02004261,1,2218
E02004261,2,1698
E02004261,3,687
E02004261,4,155
E02004261,5,9
E02004262,1,1787
E02004262,2,1155
E02004262,3,377
E02004262,4,77
E02004262,5,3
E02004263,1,1313
E02004263,2,856
E02004263,3,293
E02004263,4,45
E02004263,5,3
E02004264,1,1824
E02004264,2,1249
E02004264,3,525
E02004264,4,96
E02004264,5,3
E02004265,1,1825
E02004265,2,1399
E02004265,3,515
E02004265,4,108
E02004265,5,5
E02004266,1,1675
E02004266,2,1148
E02004266,3,413
E02004266,4,97
E02004266,5,4
E02004267,1,1153
E02004267,2,810
E02004267,3,239
E02004267,4,37
E02004267,5,1
E02004268,1,2096
E02004268,2,1668
E02004268,3,625
E02004268,4,117
E02004268,5,5
E02004270,1,1945
E02004270,2,1130
E02004270,3,305
E02004270,4,54
E02004270,5,0
E02004271,1,2365
E02004271,2,1616
E02004271,3,510
E02004271,4,98
E02004271,5,1
E02004272,1,2929
E02004272,2,1764
E02004272,3,559
E02004272,4,84
E02004272,5,5
E02004273,1,1740
E02004273,2,1234
E02004273,3,395
E02004273,4,56
E02004273,5,5
E02004274,1,1448
E02004274,2,1093
E02004274,3,470
E02004274,4,103
E02004274,5,1
E02004275,1,1835
E02004275,2,1210
E02004275,3,398
E02004275,4,54
E02004275,5,0
E02004276,1,1296
E02004276,2,1085
E02004276,3,383
E02004276,4,91
E02004276,5,5
E02004279,1,1836
E02004279,2,1236
E02004279,3,381
E02004279,4,59
E02004279,5,4
E02004280,1,1820
E02004280,2,1369
E02004280,3,467
E02004280,4,71
E02004280,5,3
E02004281,1,1561
E02004281,2,1196
E02004281,3,532
E02004281,4,177
E02004281,5,14
E02004282,1,2125
E02004282,2,1476
E02004282,3,440
E02004282,4,60
E02004282,5,8
E02004283,1,1796
E02004283,2,1328
E02004283,3,559
E02004283,4,141
E02004283,5,24
E02004284,1,2037
E02004284,2,1776
E02004284,3,897
E02004284,4,307
E02004284,5,46
E02004285,1,1498
E02004285,2,1227
E02004285,3,609
E02004285,4,178
E02004285,5,18
E02004286,1,1049
E02004286,2,742
E02004286,3,312
E02004286,4,68
E02004286,5,5
E02004287,1,1142
E02004287,2,879
E02004287,3,346
E02004287,4,63
E02004287,5,2
E02004288,1,1026
E02004288,2,883
E02004288,3,401
E02004288,4,113
E02004288,5,8
E02004289,1,1456
E02004289,2,1260
E02004289,3,492
E02004289,4,77
E02004289,5,9
E02004290,1,1367
E02004290,2,862
E02004290,3,317
E02004290,4,41
E02004290,5,1
E02004291,1,1471
E02004291,2,1120
E02004291,3,590
E02004291,4,169
E02004291,5,4
E02004292,1,2013
E02004292,2,1132
E02004292,3,457
E02004292,4,70
E02004292,5,2
E02004293,1,1878
E02004293,2,1562
E02004293,3,931
E02004293,4,240
E02004293,5,4
E02004295,1,1481
E02004295,2,1155
E02004295,3,525
E02004295,4,128
E02004295,5,3
E02004298,1,2424
E02004298,2,1410
